timestamp,hour,day_of_week,month,weather_condition,is_holiday,traffic_volume
2024-01-31 13:00:00,13,2,1,Clear,0,4113
2024-09-03 05:00:00,5,1,9,Clear,0,1372
2024-01-24 16:00:00,16,2,1,Cloudy,1,2099
2024-02-22 06:00:00,6,3,2,Heavy Rain,0,1806
2025-02-04 01:00:00,1,1,2,Light Rain,0,962
2024-05-30 15:00:00,15,3,5,Cloudy,0,4556
2024-12-14 01:00:00,1,5,12,Clear,0,842
2024-08-09 13:00:00,13,4,8,Cloudy,1,2411
2024-01-02 15:00:00,15,1,1,Cloudy,0,3192
2025-01-18 09:00:00,9,5,1,Cloudy,0,3217
2024-05-21 08:00:00,8,1,5,Clear,0,6353
2024-08-14 16:00:00,16,2,8,Heavy Rain,0,3197
2024-06-12 16:00:00,16,2,6,Heavy Rain,0,4053
2024-02-28 21:00:00,21,2,2,Cloudy,0,2785
2024-08-08 09:00:00,9,3,8,Cloudy,0,5631
2025-02-10 03:00:00,3,0,2,Cloudy,0,1035
2025-01-16 16:00:00,16,3,1,Heavy Rain,1,2139
2024-08-03 21:00:00,21,5,8,Light Rain,0,2039
2024-08-01 11:00:00,11,3,8,Clear,0,5798
2024-09-24 13:00:00,13,1,9,Heavy Rain,0,2536
2025-01-28 04:00:00,4,1,1,Clear,0,1294
2024-05-10 06:00:00,6,4,5,Clear,0,3097
2025-01-03 08:00:00,8,4,1,Clear,0,5043
2024-03-22 13:00:00,13,4,3,Cloudy,0,3491
2025-01-08 17:00:00,17,2,1,Cloudy,0,4702
2024-02-19 07:00:00,7,0,2,Heavy Rain,1,1778
2025-01-14 07:00:00,7,1,1,Clear,0,4827
2024-06-30 03:00:00,3,6,6,Clear,0,832
2024-01-11 11:00:00,11,3,1,Light Rain,0,2739
2024-03-02 08:00:00,8,5,3,Cloudy,0,3273
2024-09-16 07:00:00,7,0,9,Clear,0,4904
2024-08-11 05:00:00,5,6,8,Clear,1,488
2024-01-05 00:00:00,0,4,1,Fog,0,849
2024-11-21 08:00:00,8,3,11,Heavy Rain,0,3085
2024-07-18 16:00:00,16,3,7,Cloudy,0,5937
2024-09-27 03:00:00,3,4,9,Heavy Rain,0,908
2024-06-22 17:00:00,17,5,6,Light Rain,0,4800
2024-04-09 16:00:00,16,1,4,Cloudy,0,4947
2024-04-11 20:00:00,20,3,4,Light Rain,0,3064
2024-07-22 12:00:00,12,0,7,Clear,0,4052
2024-03-08 00:00:00,0,4,3,Clear,0,1127
2024-01-05 11:00:00,11,4,1,Clear,0,4298
2025-02-15 13:00:00,13,5,2,Clear,0,2578
2024-02-20 17:00:00,17,1,2,Clear,0,5990
2024-11-08 04:00:00,4,4,11,Cloudy,0,1284
2024-01-13 15:00:00,15,5,1,Cloudy,0,2211
2025-01-19 23:00:00,23,6,1,Clear,0,946
2024-04-13 02:00:00,2,5,4,Clear,0,858
2024-04-07 07:00:00,7,6,4,Cloudy,0,3669
2024-02-14 15:00:00,15,2,2,Cloudy,0,4074
2024-03-04 00:00:00,0,0,3,Cloudy,1,617
2024-01-08 01:00:00,1,0,1,Clear,0,1021
2024-03-08 18:00:00,18,4,3,Clear,0,4929
2024-09-07 04:00:00,4,5,9,Cloudy,0,619
2024-08-09 21:00:00,21,4,8,Clear,0,5497
2024-01-25 00:00:00,0,3,1,Cloudy,0,1049
2024-06-17 15:00:00,15,0,6,Clear,0,3356
2024-12-30 16:00:00,16,0,12,Clear,0,5556
2024-12-05 04:00:00,4,3,12,Clear,0,1110
2024-09-13 01:00:00,1,4,9,Clear,0,1059
2024-03-09 18:00:00,18,5,3,Cloudy,0,4205
2024-11-09 05:00:00,5,5,11,Cloudy,0,759
2024-03-13 02:00:00,2,2,3,Cloudy,0,1482
2024-12-24 08:00:00,8,1,12,Clear,0,4200
2024-10-21 07:00:00,7,0,10,Heavy Rain,0,3758
2024-08-08 04:00:00,4,3,8,Cloudy,0,1172
2025-02-09 09:00:00,9,6,2,Cloudy,0,3053
2024-11-18 12:00:00,12,0,11,Cloudy,0,3815
2024-07-28 15:00:00,15,6,7,Cloudy,0,2784
2025-01-10 23:00:00,23,4,1,Clear,0,1255
2024-04-01 07:00:00,7,0,4,Cloudy,1,2126
2024-06-21 23:00:00,23,4,6,Cloudy,0,1462
2024-05-03 21:00:00,21,4,5,Snow,0,2161
2024-11-24 03:00:00,3,6,11,Clear,0,685
2024-04-13 15:00:00,15,5,4,Fog,0,2068
2024-11-15 15:00:00,15,4,11,Clear,0,4953
2024-01-21 20:00:00,20,6,1,Cloudy,0,2044
2024-02-09 01:00:00,1,4,2,Heavy Rain,1,301
2024-04-19 09:00:00,9,4,4,Cloudy,1,2531
2024-07-10 20:00:00,20,2,7,Clear,0,3554
2024-09-07 17:00:00,17,5,9,Cloudy,0,3125
2024-07-18 11:00:00,11,3,7,Cloudy,1,1994
2024-01-19 07:00:00,7,4,1,Light Rain,0,4024
2024-11-10 15:00:00,15,6,11,Light Rain,0,2657
2024-01-27 00:00:00,0,5,1,Cloudy,0,530
2024-03-03 20:00:00,20,6,3,Clear,0,2175
2025-01-24 09:00:00,9,4,1,Heavy Rain,1,1596
2024-12-31 05:00:00,5,1,12,Cloudy,0,1123
2024-04-15 14:00:00,14,0,4,Clear,0,4046
2025-01-05 08:00:00,8,6,1,Clear,0,3195
2024-01-28 07:00:00,7,6,1,Clear,0,3494
2024-05-22 04:00:00,4,2,5,Clear,0,1047
2024-11-02 10:00:00,10,5,11,Cloudy,0,2538
2024-01-22 14:00:00,14,0,1,Clear,1,1610
2024-07-26 21:00:00,21,4,7,Fog,0,2461
2024-01-15 10:00:00,10,0,1,Snow,0,2112
2024-08-01 18:00:00,18,3,8,Light Rain,0,6039
2024-04-06 00:00:00,0,5,4,Light Rain,1,356
2024-03-30 02:00:00,2,5,3,Clear,0,917
2024-01-14 03:00:00,3,6,1,Heavy Rain,0,548
2025-01-25 03:00:00,3,5,1,Clear,0,840
2024-01-29 01:00:00,1,0,1,Clear,0,1276
2024-05-04 20:00:00,20,5,5,Clear,0,1786
2025-02-05 14:00:00,14,2,2,Cloudy,0,3564
2024-05-19 16:00:00,16,6,5,Clear,1,1280
2024-01-21 03:00:00,3,6,1,Light Rain,0,762
2024-03-11 03:00:00,3,0,3,Fog,0,936
2025-01-05 02:00:00,2,6,1,Heavy Rain,0,640
2025-01-12 02:00:00,2,6,1,Cloudy,0,861
2024-11-13 02:00:00,2,2,11,Fog,0,1035
2025-01-06 07:00:00,7,0,1,Clear,0,5741
2024-02-16 19:00:00,19,4,2,Cloudy,0,3194
2024-08-20 08:00:00,8,1,8,Light Rain,0,4782
2024-09-18 02:00:00,2,2,9,Clear,1,639
2024-03-07 11:00:00,11,3,3,Clear,0,3192
2024-02-01 17:00:00,17,3,2,Cloudy,0,4053
2024-12-27 00:00:00,0,4,12,Light Rain,0,718
2024-12-13 21:00:00,21,4,12,Clear,0,3436
2024-11-08 08:00:00,8,4,11,Cloudy,0,6400
2024-03-25 13:00:00,13,0,3,Clear,0,4220
2024-10-11 19:00:00,19,4,10,Clear,0,2484
2024-06-14 03:00:00,3,4,6,Snow,0,986
2024-11-08 10:00:00,10,4,11,Clear,0,3360
2024-01-11 19:00:00,19,3,1,Snow,0,1578
2024-05-08 22:00:00,22,2,5,Clear,0,963
2024-02-09 16:00:00,16,4,2,Snow,0,2430
2025-02-13 01:00:00,1,3,2,Clear,0,1056
2024-06-17 23:00:00,23,0,6,Light Rain,0,1039
2024-10-30 14:00:00,14,2,10,Cloudy,0,4370
2024-01-13 23:00:00,23,5,1,Clear,0,828
2024-07-14 13:00:00,13,6,7,Clear,0,4674
2024-03-29 16:00:00,16,4,3,Cloudy,0,4242
2024-10-27 07:00:00,7,6,10,Clear,0,3634
2024-02-08 20:00:00,20,3,2,Clear,1,1376
2024-01-02 07:00:00,7,1,1,Light Rain,0,4965
2024-01-02 11:00:00,11,1,1,Cloudy,0,3759
2024-09-11 00:00:00,0,2,9,Clear,0,1274
2024-09-30 04:00:00,4,0,9,Cloudy,0,1220
2025-01-19 12:00:00,12,6,1,Clear,0,2586
2024-10-02 01:00:00,1,2,10,Heavy Rain,0,842
2025-01-01 02:00:00,2,2,1,Clear,0,995
2024-09-12 08:00:00,8,3,9,Fog,0,4499
2024-05-20 18:00:00,18,0,5,Cloudy,0,6064
2024-08-12 06:00:00,6,0,8,Light Rain,0,2856
2024-04-27 10:00:00,10,5,4,Clear,0,3598
2024-06-17 17:00:00,17,0,6,Cloudy,0,5140
2024-12-08 13:00:00,13,6,12,Cloudy,0,2056
2024-09-23 10:00:00,10,0,9,Clear,1,1969
2025-01-21 20:00:00,20,1,1,Clear,0,3771
2024-05-26 16:00:00,16,6,5,Cloudy,0,2870
2024-10-07 08:00:00,8,0,10,Clear,1,2399
2024-08-09 02:00:00,2,4,8,Cloudy,0,1836
2024-01-13 07:00:00,7,5,1,Cloudy,0,3715
2024-04-23 12:00:00,12,1,4,Heavy Rain,0,3220
2024-11-19 15:00:00,15,1,11,Clear,0,2667
2024-01-04 08:00:00,8,3,1,Cloudy,0,3973
2024-08-20 16:00:00,16,1,8,Light Rain,0,5053
2024-03-22 09:00:00,9,4,3,Cloudy,0,4636
2024-05-21 09:00:00,9,1,5,Clear,0,6885
2025-01-04 01:00:00,1,5,1,Cloudy,0,754
2024-06-16 02:00:00,2,6,6,Clear,0,959
2024-10-07 07:00:00,7,0,10,Heavy Rain,0,4423
2024-02-24 14:00:00,14,5,2,Clear,0,2070
2025-02-17 11:00:00,11,0,2,Fog,0,2286
2024-12-10 09:00:00,9,1,12,Light Rain,0,2406
2024-01-05 23:00:00,23,4,1,Clear,0,1238
2024-06-11 01:00:00,1,1,6,Light Rain,0,1236
2024-07-18 03:00:00,3,3,7,Clear,0,1359
2024-01-28 02:00:00,2,6,1,Clear,0,605
2024-05-13 16:00:00,16,0,5,Heavy Rain,0,4078
2025-01-02 19:00:00,19,3,1,Cloudy,0,2656
2024-12-19 07:00:00,7,3,12,Clear,1,2186
2024-07-26 04:00:00,4,4,7,Clear,0,1365
2024-11-11 21:00:00,21,0,11,Light Rain,0,2693
2024-05-27 10:00:00,10,0,5,Clear,0,4117
2024-04-14 19:00:00,19,6,4,Clear,1,1121
2024-11-24 09:00:00,9,6,11,Clear,0,3733
2024-04-01 05:00:00,5,0,4,Fog,0,1103
2024-08-26 17:00:00,17,0,8,Light Rain,1,2052
2024-06-10 05:00:00,5,0,6,Clear,0,1105
2024-11-17 18:00:00,18,6,11,Clear,0,4129
2024-02-17 17:00:00,17,5,2,Light Rain,0,2497
2024-03-01 13:00:00,13,4,3,Snow,0,2399
2024-11-17 05:00:00,5,6,11,Light Rain,0,604
2024-04-06 15:00:00,15,5,4,Light Rain,0,2694
2024-05-19 14:00:00,14,6,5,Clear,0,3505
2024-05-03 08:00:00,8,4,5,Clear,0,5278
2024-07-07 06:00:00,6,6,7,Light Rain,0,2341
2024-03-01 18:00:00,18,4,3,Light Rain,0,4797
2024-01-13 16:00:00,16,5,1,Clear,0,2487
2025-01-13 12:00:00,12,0,1,Cloudy,0,2911
2024-01-14 09:00:00,9,6,1,Fog,0,2921
2024-05-21 13:00:00,13,1,5,Cloudy,0,3443
2024-08-12 10:00:00,10,0,8,Clear,0,5052
2024-07-17 16:00:00,16,2,7,Cloudy,0,6742
2024-12-12 08:00:00,8,3,12,Light Rain,0,4931
2024-03-05 07:00:00,7,1,3,Clear,0,5464
2024-03-26 05:00:00,5,1,3,Cloudy,0,835
2024-02-26 11:00:00,11,0,2,Clear,0,3259
2024-01-26 21:00:00,21,4,1,Clear,0,3059
2024-04-03 20:00:00,20,2,4,Clear,0,3073
2024-12-02 22:00:00,22,0,12,Clear,1,471
2024-04-21 20:00:00,20,6,4,Clear,0,2018
2024-07-21 02:00:00,2,6,7,Cloudy,1,344
2025-02-12 17:00:00,17,2,2,Clear,0,5883
2024-05-21 17:00:00,17,1,5,Clear,0,6031
2024-03-30 21:00:00,21,5,3,Light Rain,0,1468
2024-08-11 04:00:00,4,6,8,Clear,0,1181
2024-06-11 21:00:00,21,1,6,Clear,0,4103
2024-10-12 15:00:00,15,5,10,Clear,0,3216
2024-06-25 04:00:00,4,1,6,Clear,0,1552
2024-09-06 18:00:00,18,4,9,Clear,0,6417
2024-10-18 17:00:00,17,4,10,Cloudy,0,5927
2024-06-05 01:00:00,1,2,6,Clear,0,1462
2024-02-12 14:00:00,14,0,2,Heavy Rain,1,1028
2024-09-22 22:00:00,22,6,9,Light Rain,0,730
2024-10-29 21:00:00,21,1,10,Clear,0,2363
2024-05-13 17:00:00,17,0,5,Cloudy,0,4554
2024-05-07 23:00:00,23,1,5,Light Rain,0,992
2024-11-11 22:00:00,22,0,11,Cloudy,0,900
2024-12-02 19:00:00,19,0,12,Cloudy,0,2670
2024-05-30 02:00:00,2,3,5,Cloudy,0,1241
2024-08-10 05:00:00,5,5,8,Light Rain,0,966
2024-04-03 22:00:00,22,2,4,Clear,0,1213
2024-01-16 13:00:00,13,1,1,Cloudy,0,3140
2025-01-24 20:00:00,20,4,1,Light Rain,0,2188
2024-03-17 09:00:00,9,6,3,Snow,0,1844
2024-12-28 00:00:00,0,5,12,Light Rain,0,785
2024-04-14 23:00:00,23,6,4,Light Rain,0,715
2024-05-30 08:00:00,8,3,5,Snow,1,1907
2024-03-07 09:00:00,9,3,3,Cloudy,0,5431
2024-03-11 22:00:00,22,0,3,Clear,0,1234
2024-09-30 10:00:00,10,0,9,Clear,0,3982
2024-12-17 22:00:00,22,1,12,Heavy Rain,0,756
2024-04-25 06:00:00,6,3,4,Clear,0,3383
2024-10-07 14:00:00,14,0,10,Cloudy,0,4036
2024-03-29 10:00:00,10,4,3,Clear,1,2348
2024-05-24 17:00:00,17,4,5,Cloudy,0,5482
2024-09-05 17:00:00,17,3,9,Snow,0,3963
2024-02-15 07:00:00,7,3,2,Cloudy,0,4191
2024-10-14 14:00:00,14,0,10,Light Rain,0,2285
2024-11-19 19:00:00,19,1,11,Clear,0,3417
2024-05-02 20:00:00,20,3,5,Snow,0,1896
2024-09-23 06:00:00,6,0,9,Cloudy,0,2258
2024-09-11 14:00:00,14,2,9,Clear,1,1797
2024-02-16 03:00:00,3,4,2,Snow,0,743
2024-09-18 13:00:00,13,2,9,Cloudy,0,2661
2024-06-10 16:00:00,16,0,6,Clear,0,6520
2024-08-16 05:00:00,5,4,8,Light Rain,0,1040
2024-08-14 03:00:00,3,2,8,Clear,0,1573
2025-02-05 12:00:00,12,2,2,Clear,1,1975
2025-02-04 00:00:00,0,1,2,Cloudy,0,1216
2024-01-30 17:00:00,17,1,1,Cloudy,0,5001
2024-08-27 10:00:00,10,1,8,Clear,0,4304
2024-07-15 14:00:00,14,0,7,Clear,0,4547
2024-05-27 15:00:00,15,0,5,Light Rain,0,3527
2024-12-28 07:00:00,7,5,12,Heavy Rain,0,2174
2024-12-04 19:00:00,19,2,12,Clear,0,2444
2024-12-18 04:00:00,4,2,12,Light Rain,0,975
2024-04-27 18:00:00,18,5,4,Light Rain,0,3337
2024-05-20 19:00:00,19,0,5,Clear,0,2814
2024-07-30 07:00:00,7,1,7,Clear,0,6681
2024-06-29 15:00:00,15,5,6,Clear,0,2966
2024-08-26 06:00:00,6,0,8,Cloudy,0,2267
2025-01-03 18:00:00,18,4,1,Clear,1,3595
2024-03-14 08:00:00,8,3,3,Cloudy,0,5090
2024-12-12 13:00:00,13,3,12,Cloudy,0,2810
2024-03-24 20:00:00,20,6,3,Snow,1,618
2024-11-16 10:00:00,10,5,11,Cloudy,0,2439
2025-01-20 18:00:00,18,0,1,Clear,0,5290
2024-06-20 15:00:00,15,3,6,Clear,0,4426
2024-11-24 01:00:00,1,6,11,Clear,0,913
2024-04-20 08:00:00,8,5,4,Clear,0,3560
2024-08-07 13:00:00,13,2,8,Heavy Rain,0,4372
2024-08-11 10:00:00,10,6,8,Clear,0,3078
2024-05-10 11:00:00,11,4,5,Clear,0,4235
2024-04-12 05:00:00,5,4,4,Clear,0,1045
2024-10-07 19:00:00,19,0,10,Cloudy,1,1430
2024-11-26 05:00:00,5,1,11,Clear,0,919
2024-11-29 19:00:00,19,4,11,Cloudy,0,2992
2024-06-17 06:00:00,6,0,6,Clear,0,2982
2025-01-19 20:00:00,20,6,1,Light Rain,0,1941
2025-01-23 14:00:00,14,3,1,Clear,0,2739
2024-10-24 03:00:00,3,3,10,Clear,0,900
2024-01-14 23:00:00,23,6,1,Heavy Rain,0,591
2024-03-10 04:00:00,4,6,3,Snow,0,480
2025-02-01 14:00:00,14,5,2,Heavy Rain,0,1821
2024-02-14 22:00:00,22,2,2,Light Rain,0,1004
2024-04-12 22:00:00,22,4,4,Cloudy,0,1007
2024-07-24 04:00:00,4,2,7,Clear,0,1211
2024-09-12 17:00:00,17,3,9,Cloudy,1,2686
2024-02-10 10:00:00,10,5,2,Clear,0,3065
2024-07-02 20:00:00,20,1,7,Light Rain,0,2697
2025-01-12 21:00:00,21,6,1,Clear,0,2249
2024-06-11 15:00:00,15,1,6,Cloudy,0,3804
2024-11-27 07:00:00,7,2,11,Clear,0,4201
2024-05-19 17:00:00,17,6,5,Clear,0,4628
2024-05-14 22:00:00,22,1,5,Clear,0,1103
2024-01-05 10:00:00,10,4,1,Clear,0,3563
2024-08-10 11:00:00,11,5,8,Cloudy,0,3190
2025-02-05 01:00:00,1,2,2,Cloudy,0,1249
2024-02-25 19:00:00,19,6,2,Clear,0,1700
2024-01-19 18:00:00,18,4,1,Heavy Rain,0,2925
2024-11-18 09:00:00,9,0,11,Clear,0,5092
2024-03-31 08:00:00,8,6,3,Clear,0,3902
2025-01-23 02:00:00,2,3,1,Clear,0,1482
2025-01-26 15:00:00,15,6,1,Clear,0,3260
2024-08-26 00:00:00,0,0,8,Cloudy,0,1055
2024-10-21 21:00:00,21,0,10,Clear,0,3480
2024-11-18 10:00:00,10,0,11,Cloudy,0,3229
2024-05-25 05:00:00,5,5,5,Clear,0,819
2024-08-25 14:00:00,14,6,8,Fog,0,3086
2024-06-15 05:00:00,5,5,6,Clear,0,824
2024-05-20 15:00:00,15,0,5,Clear,0,4353
2024-01-23 04:00:00,4,1,1,Cloudy,1,463
2024-12-08 09:00:00,9,6,12,Light Rain,0,2667
2024-07-07 09:00:00,9,6,7,Clear,0,3197
2025-01-14 13:00:00,13,1,1,Cloudy,0,3847
2024-06-10 08:00:00,8,0,6,Cloudy,0,6133
2024-03-13 18:00:00,18,2,3,Light Rain,0,5483
2024-09-04 10:00:00,10,2,9,Heavy Rain,0,2669
2025-02-19 15:00:00,15,2,2,Clear,0,3070
2024-03-01 01:00:00,1,4,3,Light Rain,0,1031
2024-09-02 18:00:00,18,0,9,Clear,1,3667
2024-03-03 08:00:00,8,6,3,Clear,0,4141
2025-01-22 15:00:00,15,2,1,Light Rain,0,2994
2024-03-15 09:00:00,9,4,3,Clear,0,6203
2024-03-15 19:00:00,19,4,3,Clear,0,2905
2024-12-28 18:00:00,18,5,12,Clear,0,3189
2024-01-02 05:00:00,5,1,1,Cloudy,0,797
2024-03-27 03:00:00,3,2,3,Cloudy,0,1138
2024-12-25 12:00:00,12,2,12,Clear,0,3717
2024-09-24 10:00:00,10,1,9,Heavy Rain,0,2964
2024-03-29 02:00:00,2,4,3,Clear,0,1348
2025-01-22 07:00:00,7,2,1,Cloudy,1,2321
2024-11-16 09:00:00,9,5,11,Heavy Rain,0,2061
2024-10-12 22:00:00,22,5,10,Cloudy,1,269
2024-03-13 09:00:00,9,2,3,Clear,0,6612
2024-05-09 05:00:00,5,3,5,Heavy Rain,0,894
2024-11-26 17:00:00,17,1,11,Clear,0,7737
2024-03-10 02:00:00,2,6,3,Snow,0,460
2024-08-13 19:00:00,19,1,8,Cloudy,0,3005
2024-06-13 16:00:00,16,3,6,Light Rain,1,3323
2024-12-01 22:00:00,22,6,12,Clear,1,288
2024-12-16 02:00:00,2,0,12,Clear,0,934
2024-10-20 08:00:00,8,6,10,Clear,0,3621
2024-01-05 12:00:00,12,4,1,Cloudy,0,3178
2024-06-04 08:00:00,8,1,6,Clear,0,8174
2024-06-23 00:00:00,0,6,6,Clear,0,922
2024-05-06 03:00:00,3,0,5,Cloudy,0,1054
2024-08-27 20:00:00,20,1,8,Snow,0,2849
2024-08-15 06:00:00,6,3,8,Clear,0,3674
2024-11-15 05:00:00,5,4,11,Heavy Rain,0,825
2024-12-12 22:00:00,22,3,12,Clear,0,1374
2025-02-16 02:00:00,2,6,2,Snow,0,413
2024-05-26 05:00:00,5,6,5,Heavy Rain,0,722
2025-02-18 21:00:00,21,1,2,Clear,0,3212
2025-01-25 18:00:00,18,5,1,Snow,0,2764
2024-04-02 13:00:00,13,1,4,Clear,0,3616
2024-05-18 16:00:00,16,5,5,Clear,0,2824
2025-02-17 19:00:00,19,0,2,Light Rain,0,2445
2024-04-12 07:00:00,7,4,4,Cloudy,0,7109
2024-03-06 08:00:00,8,2,3,Light Rain,0,4118
2024-11-05 22:00:00,22,1,11,Clear,0,1135
2024-08-21 22:00:00,22,2,8,Clear,0,1349
2024-11-16 15:00:00,15,5,11,Cloudy,0,3567
2024-09-02 22:00:00,22,0,9,Clear,0,1639
2024-03-23 13:00:00,13,5,3,Clear,0,2833
2024-10-28 10:00:00,10,0,10,Clear,0,4109
2024-08-24 01:00:00,1,5,8,Clear,0,832
2024-06-24 05:00:00,5,0,6,Cloudy,0,1034
2025-02-18 03:00:00,3,1,2,Heavy Rain,0,735
2024-05-15 05:00:00,5,2,5,Light Rain,0,1157
2025-02-01 01:00:00,1,5,2,Clear,1,426
2025-01-01 18:00:00,18,2,1,Clear,0,6133
2024-01-28 20:00:00,20,6,1,Cloudy,0,2107
2024-04-25 10:00:00,10,3,4,Light Rain,0,3702
2024-06-17 00:00:00,0,0,6,Clear,0,1240
2024-08-13 06:00:00,6,1,8,Heavy Rain,1,1070
2024-09-21 05:00:00,5,5,9,Cloudy,0,776
2024-03-04 18:00:00,18,0,3,Clear,0,6776
2024-11-26 03:00:00,3,1,11,Clear,0,951
2024-06-16 14:00:00,14,6,6,Cloudy,0,3134
2024-08-17 08:00:00,8,5,8,Cloudy,0,3425
2024-02-29 02:00:00,2,3,2,Fog,0,753
2024-01-13 05:00:00,5,5,1,Clear,0,766
2024-01-29 11:00:00,11,0,1,Clear,0,3841
2024-06-03 21:00:00,21,0,6,Cloudy,0,3915
2024-12-24 18:00:00,18,1,12,Clear,0,4487
2024-01-14 06:00:00,6,6,1,Clear,0,1827
2024-05-03 05:00:00,5,4,5,Clear,0,963
2025-02-16 05:00:00,5,6,2,Clear,0,715
2024-09-29 03:00:00,3,6,9,Clear,1,371
2024-05-06 01:00:00,1,0,5,Clear,0,1004
2024-11-26 08:00:00,8,1,11,Heavy Rain,0,4871
2024-06-25 02:00:00,2,1,6,Clear,0,1293
2024-01-23 14:00:00,14,1,1,Clear,0,3385
2024-08-09 08:00:00,8,4,8,Light Rain,1,2573
2024-05-04 19:00:00,19,5,5,Cloudy,0,2282
2024-08-27 13:00:00,13,1,8,Heavy Rain,0,3277
2025-02-20 03:00:00,3,3,2,Clear,0,1187
2024-01-01 14:00:00,14,0,1,Cloudy,0,3165
2024-10-12 09:00:00,9,5,10,Clear,0,3187
2025-02-03 21:00:00,21,0,2,Light Rain,0,2836
2025-01-26 21:00:00,21,6,1,Clear,0,2346
2024-01-25 14:00:00,14,3,1,Heavy Rain,0,2923
2024-06-06 04:00:00,4,3,6,Cloudy,0,1004
2024-06-03 08:00:00,8,0,6,Clear,1,2727
2024-04-07 00:00:00,0,6,4,Snow,0,463
2024-04-08 06:00:00,6,0,4,Light Rain,0,2383
2025-01-19 05:00:00,5,6,1,Cloudy,0,656
2024-07-24 18:00:00,18,2,7,Heavy Rain,0,4893
2025-01-01 07:00:00,7,2,1,Cloudy,0,4782
2025-01-03 23:00:00,23,4,1,Clear,0,916
2024-12-11 03:00:00,3,2,12,Cloudy,0,909
2024-06-08 11:00:00,11,5,6,Light Rain,0,3308
2024-11-07 12:00:00,12,3,11,Cloudy,0,4348
2024-06-20 07:00:00,7,3,6,Clear,0,6641
2024-04-14 02:00:00,2,6,4,Light Rain,1,342
2024-01-21 07:00:00,7,6,1,Light Rain,0,3052
2024-09-04 08:00:00,8,2,9,Fog,0,4597
2024-06-26 23:00:00,23,2,6,Cloudy,1,661
2024-10-17 08:00:00,8,3,10,Cloudy,0,5787
2024-06-27 09:00:00,9,3,6,Cloudy,0,5899
2024-06-18 19:00:00,19,1,6,Clear,0,2881
2024-08-22 20:00:00,20,3,8,Clear,0,3147
2024-11-15 13:00:00,13,4,11,Light Rain,0,2703
2024-01-04 20:00:00,20,3,1,Light Rain,0,3145
2024-09-12 14:00:00,14,3,9,Clear,0,3594
2024-09-06 03:00:00,3,4,9,Clear,0,1107
2024-12-08 15:00:00,15,6,12,Fog,0,1662
2024-03-20 05:00:00,5,2,3,Light Rain,0,1096
2024-08-02 04:00:00,4,4,8,Clear,0,1142
2025-01-12 20:00:00,20,6,1,Cloudy,0,1763
2024-09-04 03:00:00,3,2,9,Clear,0,1249
2024-05-22 14:00:00,14,2,5,Clear,0,3983
2024-11-27 19:00:00,19,2,11,Clear,0,2305
2024-04-21 21:00:00,21,6,4,Heavy Rain,0,1309
2024-06-07 07:00:00,7,4,6,Cloudy,0,4410
2024-01-21 16:00:00,16,6,1,Clear,0,3013
2024-05-23 05:00:00,5,3,5,Heavy Rain,0,748
2024-07-24 22:00:00,22,2,7,Clear,0,1375
2024-03-19 08:00:00,8,1,3,Clear,0,5029
2024-02-12 09:00:00,9,0,2,Cloudy,0,4265
2025-01-18 20:00:00,20,5,1,Clear,0,1990
2024-07-25 19:00:00,19,3,7,Cloudy,0,2696
